test,rad,%,mfcs_forb,mfcs_scat,mfcs_score,mfcs_time,new1_forb,new1_scat,new1_score,new1_time,new2_forb,new2_scat,new2_score,new2_time,tree1_forb,tree1_scat,tree1_score,tree1_time,tree2_forb,tree2_scat,tree2_score,tree2_time,ld_it_forb,ld_it_scat,ld_it_score,ld_it_time,ld_forb,ld_scat,ld_score,ld_time,new_ld_forb,new_ld_scat,new_ld_score,new_ld_time
medium/yeast.txtg,4,100,559,1364,77,0:00.34,0,107,107,0:26.24,0,148,148,0:23.85,0,194,194,0:00.10,0,194,194,0:00.04,0,203,203,0:00.05,0,214,214,0:03.19,-,-,-,TIMEOUT
medium/yeast.txtg,4,20,330,311,16,0:00.04,0,33,33,0:20.47,0,48,48,0:17.56,0,70,70,0:00.03,0,70,70,0:00.01,0,76,76,0:00.02,0,77,77,0:00.64,0,77,77,4:05.07
medium/airlines.txtg,5,100,68,125,8,0:00.01,1,8,8,0:00.35,1,8,8,0:00.34,4,12,8,0:00.01,1,8,8,0:00.01,3,12,7,0:00.01,2,15,8,0:00.06,43,87,9,0:19.42
medium/airlines.txtg,5,20,38,29,2,0:00.01,1,3,3,0:00.27,1,3,3,0:00.28,0,1,1,0:00.01,0,1,1,0:00.00,0,1,1,0:00.01,1,4,3,0:00.02,1,4,4,0:02.79
medium/celegans.txtg,5,100,154,84,10,0:00.01,0,1,1,0:02.27,0,1,1,0:02.08,1,11,11,0:00.01,1,11,11,0:00.01,1,11,10,0:00.02,1,12,11,0:00.11,1,12,12,0:46.87
medium/celegans.txtg,5,20,79,15,2,0:00.01,1,3,2,0:01.78,1,3,2,0:01.72,1,3,2,0:00.01,1,3,3,0:00.01,1,3,3,0:00.02,1,3,2,0:00.05,1,3,3,0:12.64
medium/cl-10-0.txtg,5,100,362,407,3,0:00.03,8,2,1,0:20.23,8,2,1,0:18.33,0,11,11,0:00.03,0,11,11,0:00.02,0,12,12,0:00.02,0,16,16,0:00.99,0,17,17,3:03.89
medium/cl-10-0.txtg,5,20,211,106,2,0:00.02,0,1,1,0:13.89,0,1,1,0:13.12,0,7,7,0:00.01,0,7,7,0:00.01,0,7,7,0:00.01,0,7,7,0:00.26,0,7,7,1:04.77
medium/cl-10-1.txtg,5,100,357,395,3,0:00.03,0,1,1,0:19.26,0,1,1,0:17.50,0,13,13,0:00.02,0,13,13,0:00.02,0,13,13,0:00.02,0,15,15,0:00.98,0,15,15,3:19.64
medium/cl-10-1.txtg,5,20,225,104,2,0:00.02,0,1,1,0:13.31,0,1,1,0:12.52,0,5,5,0:00.01,0,5,5,0:00.01,0,7,7,0:00.02,0,7,7,0:00.26,0,7,7,0:59.00
medium/cl-10-2.txtg,5,100,371,417,3,0:00.04,0,1,1,0:21.11,0,1,1,0:19.11,0,17,17,0:00.02,0,17,17,0:00.02,0,19,19,0:00.02,0,19,19,0:01.01,0,19,19,3:42.41
medium/cl-10-2.txtg,5,20,237,106,1,0:00.02,0,1,1,0:14.45,0,1,1,0:13.56,0,6,6,0:00.02,0,6,6,0:00.01,0,6,6,0:00.02,0,6,6,0:00.27,0,7,7,1:04.61
medium/clh-10-0.txtg,5,100,327,245,2,0:00.03,11,2,1,0:10.53,11,2,1,0:09.79,0,21,21,0:00.02,0,21,21,0:00.01,0,21,21,0:00.01,0,25,25,0:00.93,0,25,25,1:25.82
medium/clh-10-0.txtg,5,20,202,103,1,0:00.02,0,1,1,0:07.70,12,2,1,0:07.31,0,14,14,0:00.01,0,14,14,0:00.01,0,15,15,0:00.02,0,16,16,0:00.23,0,16,16,0:30.41
medium/clh-10-1.txtg,5,100,329,244,2,0:00.03,0,1,1,0:10.18,0,1,1,0:09.03,0,19,19,0:00.01,0,19,19,0:00.01,0,18,18,0:00.01,0,23,23,0:00.92,0,23,23,1:32.34
medium/clh-10-1.txtg,5,20,207,101,1,0:00.02,0,1,1,0:07.30,0,1,1,0:07.10,0,12,12,0:00.01,0,12,12,0:00.02,0,13,13,0:00.01,0,14,14,0:00.23,0,14,14,0:31.63
medium/clh-10-2.txtg,5,100,335,244,1,0:00.03,0,1,1,0:10.67,0,1,1,0:10.04,0,17,17,0:00.02,0,17,17,0:00.02,0,19,19,0:00.02,0,23,23,0:00.96,0,23,23,1:33.01
medium/clh-10-2.txtg,5,20,194,100,1,0:00.03,13,2,1,0:07.37,13,2,1,0:06.95,0,13,13,0:00.01,0,13,13,0:00.02,0,14,14,0:00.01,0,15,15,0:00.23,0,15,15,0:35.07
medium/codeminer.txtg,5,100,1,25,20,0:00.01,0,21,21,0:00.09,0,27,27,0:00.09,0,36,36,0:00.02,0,36,36,0:00.01,0,36,36,0:00.02,0,39,39,0:00.07,0,39,39,0:22.53
medium/codeminer.txtg,5,20,0,17,17,0:00.01,0,15,15,0:00.08,0,20,20,0:00.07,0,27,27,0:00.01,0,27,27,0:00.01,0,27,27,0:00.01,0,28,28,0:00.03,0,28,28,0:03.82
medium/cpan-authors.txtg,5,100,70,713,119,0:00.03,1,119,119,0:00.45,1,119,119,0:00.45,2,122,121,0:00.09,1,121,121,0:00.04,2,122,121,0:00.05,1,122,122,0:00.38,-,-,-,TIMEOUT
medium/cpan-authors.txtg,5,20,45,154,25,0:00.01,1,26,25,0:00.33,1,26,25,0:00.34,1,26,26,0:00.01,1,26,26,0:00.01,1,26,25,0:00.01,1,26,26,0:00.12,1,26,25,0:56.67
medium/cpan-distributions.txtg,5,100,208,2291,205,0:00.36,3,193,165,0:01.28,3,196,167,0:01.27,4,554,214,0:00.37,2,174,174,0:00.15,4,554,214,0:00.20,2,355,214,0:04.10,-,-,-,TIMEOUT
